GCM,RCP,Lat,Lat1,Lon,Lon1,Cul,Sow,Year,Yield,CWR,Biomass
gfdl-esm4,ssp126,40,25,-91,75,mag2,05-15,2070,5183.64,365.896,18104.33
ukesm1-0-ll,ssp585,40,25,-91,75,mag2,04-15,2078,6371.04,354.746,13741.27
gfdl-esm4,ssp126,40,25,-91,75,mag6,04-15,2079,7750.53,369.48400000000004,14400.29
ukesm1-0-ll,ssp370,40,25,-91,75,mag5,05-25,2069,1223.35,251.72899999999998,4983.0
gfdl-esm4,ssp126,40,25,-91,75,mag2,05-07,2072,8485.61,428.88199999999995,21202.78
gfdl-esm4,ssp126,40,25,-91,75,mag3,05-15,2074,8855.15,327.734,17041.11
ipsl-cm6a-lr,ssp585,40,25,-91,75,mag5,04-25,2070,6559.85,369.755,12561.02
gfdl-esm4,ssp126,40,25,-91,75,mag8,05-15,2079,9056.72,419.308,19297.65
ukesm1-0-ll,ssp585,40,25,-91,75,mag7,05-07,2077,1095.33,344.933,7455.05
mpi-esm1-2-hr,ssp126,40,25,-91,75,mag8,05-07,2063,146.91,290.175,7562.59
gfdl-esm4,ssp126,40,25,-91,75,mag3,04-25,2061,9800.93,379.98400000000004,18901.79
gfdl-esm4,ssp370,40,25,-91,75,mag5,05-15,2066,4409.12,305.593,9746.77
mpi-esm1-2-hr,ssp585,40,25,-91,75,mag2,04-25,2074,1305.66,356.06899999999996,12925.11
ukesm1-0-ll,ssp370,40,25,-91,75,mag8,05-07,2069,1110.29,348.21999999999997,8378.56
ukesm1-0-ll,ssp585,40,25,-91,75,mag4,05-15,2079,4971.65,339.194,9617.09
ukesm1-0-ll,ssp585,40,25,-91,75,mag4,04-25,2077,4177.13,352.038,10051.85
ipsl-cm6a-lr,ssp585,40,25,-91,75,mag6,05-07,2070,5459.75,370.644,11665.16
ukesm1-0-ll,ssp370,40,25,-91,75,mag4,04-15,2078,6454.42,431.308,14315.63
gfdl-esm4,ssp126,40,25,-91,75,mag3,05-15,2079,8166.79,332.197,14533.61
ukesm1-0-ll,ssp585,40,25,-91,75,mag5,04-25,2065,5904.05,327.73,11741.96
gfdl-esm4,ssp126,40,25,-91,75,mag8,05-15,2074,7813.72,412.071,19662.13
gfdl-esm4,ssp126,40,25,-91,75,mag6,04-15,2074,9488.27,396.636,19187.41
gfdl-esm4,ssp126,40,25,-91,75,mag2,04-25,2073,1572.66,285.418,11579.81
ipsl-cm6a-lr,ssp585,40,25,-91,75,mag4,05-15,2077,1781.11,317.51800000000003,6592.79
ukesm1-0-ll,ssp370,40,25,-91,75,mag7,04-15,2079,5845.12,419.80199999999996,14812.34
ukesm1-0-ll,ssp585,40,25,-91,75,mag4,04-25,2061,8284.93,413.09400000000005,14622.63
ukesm1-0-ll,ssp585,40,25,-91,75,mag7,05-15,2078,3958.06,338.563,10475.54
gfdl-esm4,ssp126,40,25,-91,75,mag7,04-15,2070,7708.4,404.71799999999996,18229.84
ukesm1-0-ll,ssp585,40,25,-91,75,mag4,04-15,2080,3300.3,358.681,9294.2
ukesm1-0-ll,ssp585,40,25,-91,75,mag6,05-07,2065,5554.85,335.833,12163.24
gfdl-esm4,ssp126,40,25,-91,75,mag4,05-25,2072,10530.41,378.973,17204.75
ukesm1-0-ll,ssp370,40,25,-91,75,mag3,05-07,2069,3164.65,278.783,6969.86
gfdl-esm4,ssp126,40,25,-91,75,mag6,05-25,2061,8345.29,372.207,17059.82
ukesm1-0-ll,ssp585,40,25,-91,75,mag7,05-07,2061,3219.8,401.25800000000004,11870.96
gfdl-esm4,ssp126,40,25,-91,75,mag8,04-25,2061,8171.15,457.6,20996.39
mpi-esm1-2-hr,ssp585,40,25,-91,75,mag7,05-25,2074,1062.91,289.237,7286.08
mpi-esm1-2-hr,ssp126,40,25,-91,75,mag3,05-07,2063,1249.06,245.57100000000003,7702.93
ukesm1-0-ll,ssp370,40,25,-91,75,mag5,05-15,2079,4916.31,318.94100000000003,9806.2
ukesm1-0-ll,ssp585,40,25,-91,75,mag8,04-15,2080,662.9,361.954,8119.82
ukesm1-0-ll,ssp585,40,25,-91,75,mag6,05-25,2061,3183.81,315.18100000000004,8280.42
ipsl-cm6a-lr,ssp585,40,25,-91,75,mag6,04-15,2077,4402.61,390.154,11069.03
mpi-esm1-2-hr,ssp585,40,25,-91,75,mag6,05-07,2074,1722.7,337.937,8916.43
mpi-esm1-2-hr,ssp126,40,25,-91,75,mag2,05-25,2063,1867.23,233.399,7519.01
ipsl-cm6a-lr,ssp585,40,25,-91,75,mag8,05-15,2077,531.91,339.58000000000004,6887.15
gfdl-esm4,ssp126,40,25,-91,75,mag7,05-07,2061,8583.75,421.03700000000003,19386.83
ukesm1-0-ll,ssp585,40,25,-91,75,mag5,04-15,2078,5123.92,325.683,10668.38
ukesm1-0-ll,ssp585,40,25,-91,75,mag8,04-25,2061,3707.81,428.01800000000003,13243.19
ukesm1-0-ll,ssp585,40,25,-91,75,mag6,05-15,2080,283.22,262.425,3474.86
gfdl-esm4,ssp126,40,25,-91,75,mag5,05-15,2070,7274.57,326.837,13867.95
gfdl-esm4,ssp126,40,25,-91,75,mag5,05-07,2072,7842.49,342.673,14720.76
ukesm1-0-ll,ssp585,40,25,-91,75,mag7,05-25,2065,4150.77,327.552,11450.64
ukesm1-0-ll,ssp370,40,25,-91,75,mag2,05-25,2069,790.89,258.336,7390.29
ipsl-cm6a-lr,ssp585,40,25,-91,75,mag2,04-25,2070,7572.14,463.549,18732.33
gfdl-esm4,ssp126,40,25,-91,75,mag4,05-15,2074,13181.28,410.731,21979.47
gfdl-esm4,ssp126,40,25,-91,75,mag4,04-25,2061,14024.59,453.029,23445.9
mpi-esm1-2-hr,ssp585,40,25,-91,75,mag5,04-25,2074,3897.94,339.693,11114.11
gfdl-esm4,ssp370,40,25,-91,75,mag2,05-15,2066,2973.37,346.06,13434.83
gfdl-esm4,ssp126,40,25,-91,75,mag8,05-25,2072,6786.36,385.37300000000005,16069.4
ukesm1-0-ll,ssp585,40,25,-91,75,mag3,04-25,2077,3485.89,308.336,8320.18
ukesm1-0-ll,ssp585,40,25,-91,75,mag3,05-15,2079,3229.77,287.31899999999996,6865.88
ukesm1-0-ll,ssp370,40,25,-91,75,mag3,04-15,2078,5021.63,348.098,11844.67
gfdl-esm4,ssp126,40,25,-91,75,mag6,04-25,2072,7866.74,376.308,15938.8
ukesm1-0-ll,ssp585,40,25,-91,75,mag2,04-25,2065,5957.32,370.034,15368.7
gfdl-esm4,ssp126,40,25,-91,75,mag4,05-15,2079,13162.94,409.922,20655.09
ukesm1-0-ll,ssp370,40,25,-91,75,mag7,04-25,2069,2802.69,350.334,10115.34
ipsl-cm6a-lr,ssp585,40,25,-91,75,mag7,05-25,2070,4170.2,359.185,10257.15
ukesm1-0-ll,ssp585,40,25,-91,75,mag3,04-25,2061,6373.34,331.051,11655.72
mpi-esm1-2-hr,ssp126,40,25,-91,75,mag7,04-25,2063,206.06,291.98900000000003,8241.44
ipsl-cm6a-lr,ssp585,40,25,-91,75,mag3,05-15,2077,2081.7,284.142,6118.78
gfdl-esm4,ssp126,40,25,-91,75,mag5,04-25,2073,4047.37,309.217,11889.79
ukesm1-0-ll,ssp585,40,25,-91,75,mag3,04-15,2080,2827.41,309.99199999999996,7552.85
ukesm1-0-ll,ssp585,40,25,-91,75,mag6,04-15,2079,5026.48,383.16499999999996,11853.6
ukesm1-0-ll,ssp585,40,25,-91,75,mag6,05-25,2077,844.1,295.355,5197.19
ukesm1-0-ll,ssp370,40,25,-91,75,mag8,04-15,2078,2832.61,434.073,12565.97
ukesm1-0-ll,ssp370,40,25,-91,75,mag4,05-07,2069,3808.34,324.868,8579.72
ukesm1-0-ll,ssp585,40,25,-91,75,mag8,05-15,2079,2922.31,353.801,9275.35
ukesm1-0-ll,ssp370,40,25,-91,75,mag6,05-15,2078,3063.13,347.86,8654.93
ukesm1-0-ll,ssp585,40,25,-91,75,mag8,04-25,2077,915.06,369.248,9227.1
gfdl-esm4,ssp126,40,25,-91,75,mag3,05-25,2072,6577.08,299.461,12083.99
gfdl-esm4,ssp126,40,25,-91,75,mag6,05-07,2073,2842.87,303.661,11092.78
mpi-esm1-2-hr,ssp126,40,25,-91,75,mag4,05-07,2063,1271.45,277.451,8622.2
gfdl-esm4,ssp370,40,25,-91,75,mag7,04-15,2066,5685.85,390.369,15269.26
gfdl-esm4,ssp126,40,25,-91,75,mag8,05-15,2072,6732.33,412.44100000000003,16708.2
ukesm1-0-ll,ssp585,40,25,-91,75,mag3,05-25,2079,2970.31,282.376,6204.0
ukesm1-0-ll,ssp585,40,25,-91,75,mag3,04-15,2077,4612.23,325.582,9874.14
ukesm1-0-ll,ssp370,40,25,-91,75,mag3,04-25,2078,4215.97,351.416,11038.38
gfdl-esm4,ssp126,40,25,-91,75,mag2,05-07,2079,10546.1,447.69199999999995,23319.24
gfdl-esm4,ssp126,40,25,-91,75,mag6,04-15,2072,7870.32,376.264,16086.92
ukesm1-0-ll,ssp585,40,25,-91,75,mag6,05-07,2078,4893.88,323.065,10234.78
gfdl-esm4,ssp126,40,25,-91,75,mag4,04-15,2061,14545.34,465.039,25039.56
ukesm1-0-ll,ssp370,40,25,-91,75,mag8,05-07,2079,3886.51,414.88,12367.14
ipsl-cm6a-lr,ssp585,40,25,-91,75,mag5,05-07,2077,2785.52,311.88,7199.75
mpi-esm1-2-hr,ssp585,40,25,-91,75,mag5,04-15,2074,4665.5,341.336,12313.41
gfdl-esm4,ssp370,40,25,-91,75,mag2,05-25,2066,4848.1,345.601,13478.08
gfdl-esm4,ssp126,40,25,-91,75,mag8,05-07,2070,6178.49,398.067,17485.2
ukesm1-0-ll,ssp585,40,25,-91,75,mag7,05-15,2065,4691.27,347.725,12854.84
ukesm1-0-ll,ssp370,40,25,-91,75,mag2,05-15,2069,746.48,296.734,10200.61
gfdl-esm4,ssp126,40,25,-91,75,mag4,05-25,2074,12061.13,400.926,20228.56
ipsl-cm6a-lr,ssp585,40,25,-91,75,mag2,04-15,2070,8153.85,475.947,19567.32
ukesm1-0-ll,ssp585,40,25,-91,75,mag8,04-25,2080,162.57,345.494,6251.93
ukesm1-0-ll,ssp585,40,25,-91,75,mag6,05-15,2061,3565.59,338.473,9502.17
ukesm1-0-ll,ssp370,40,25,-91,75,mag5,05-25,2079,3855.9,278.40999999999997,7867.3
mpi-esm1-2-hr,ssp126,40,25,-91,75,mag2,05-15,2063,850.26,237.501,7257.78
ipsl-cm6a-lr,ssp585,40,25,-91,75,mag6,04-25,2077,3224.54,355.219,9439.99
ipsl-cm6a-lr,ssp585,40,25,-91,75,mag8,05-25,2077,363.88,321.19399999999996,6221.8
gfdl-esm4,ssp126,40,25,-91,75,mag5,05-25,2070,6699.26,296.16700000000003,11895.68
ukesm1-0-ll,ssp585,40,25,-91,75,mag8,04-15,2061,4877.43,442.608,14817.79
ukesm1-0-ll,ssp585,40,25,-91,75,mag6,05-25,2080,237.83,244.559,2636.3
ukesm1-0-ll,ssp585,40,25,-91,75,mag5,04-25,2078,5286.02,314.877,9790.41
gfdl-esm4,ssp126,40,25,-91,75,mag3,05-07,2070,8076.6,324.758,15362.06
ukesm1-0-ll,ssp370,40,25,-91,75,mag3,05-07,2079,5533.07,331.812,10712.57
gfdl-esm4,ssp370,40,25,-91,75,mag7,04-25,2066,4811.35,363.41,13331.31
gfdl-esm4,ssp126,40,25,-91,75,mag2,05-07,2074,9614.91,437.414,23665.72
ukesm1-0-ll,ssp585,40,25,-91,75,mag6,05-15,2077,1409.59,311.733,6085.76
ukesm1-0-ll,ssp370,40,25,-91,75,mag8,04-25,2078,2015.34,423.80400000000003,11369.85
ukesm1-0-ll,ssp585,40,25,-91,75,mag6,04-25,2079,4384.5,378.495,10830.17
ukesm1-0-ll,ssp370,40,25,-91,75,mag6,05-25,2078,3229.9,314.485,7118.37
ukesm1-0-ll,ssp585,40,25,-91,75,mag8,04-15,2077,1677.28,393.279,10643.36
ukesm1-0-ll,ssp585,40,25,-91,75,mag8,05-25,2079,2633.38,337.938,8242.77
gfdl-esm4,ssp126,40,25,-91,75,mag3,05-15,2072,7105.74,319.859,13153.22
gfdl-esm4,ssp370,40,25,-91,75,mag4,05-07,2066,6465.97,353.148,12659.88
ukesm1-0-ll,ssp585,40,25,-91,75,mag3,04-15,2061,6985.31,347.94,13231.1
gfdl-esm4,ssp126,40,25,-91,75,mag5,04-15,2073,4271.21,322.294,12142.71
ipsl-cm6a-lr,ssp585,40,25,-91,75,mag3,05-25,2077,1444.52,268.118,5325.15
mpi-esm1-2-hr,ssp126,40,25,-91,75,mag7,04-15,2063,299.44,297.985,9070.16
ukesm1-0-ll,ssp585,40,25,-91,75,mag3,04-25,2080,1654.13,285.79200000000003,5559.95
ukesm1-0-ll,ssp585,40,25,-91,75,mag2,04-15,2065,5047.9,383.829,15582.44
ukesm1-0-ll,ssp370,40,25,-91,75,mag7,04-15,2069,4118.09,386.938,12497.81
gfdl-esm4,ssp126,40,25,-91,75,mag4,05-25,2079,13521.75,411.109,20184.75
ukesm1-0-ll,ssp585,40,25,-91,75,mag5,05-07,2079,3658.61,320.56,8304.59
ipsl-cm6a-lr,ssp585,40,25,-91,75,mag7,05-15,2070,4602.89,375.773,10665.75
ukesm1-0-ll,ssp585,40,25,-91,75,mag6,05-25,2078,3512.62,293.692,7906.39
ukesm1-0-ll,ssp585,40,25,-91,75,mag5,04-25,2080,1615.14,293.464,5562.72
gfdl-esm4,ssp126,40,25,-91,75,mag6,04-25,2070,8429.35,374.152,17485.51
ukesm1-0-ll,ssp370,40,25,-91,75,mag8,05-25,2079,2212.23,363.398,9739.5
gfdl-esm4,ssp126,40,25,-91,75,mag3,04-15,2073,4415.36,318.394,12183.95
ipsl-cm6a-lr,ssp585,40,25,-91,75,mag5,05-25,2077,1398.37,274.901,5315.87
ukesm1-0-ll,ssp585,40,25,-91,75,mag8,04-25,2078,4426.5,386.48199999999997,11951.45
gfdl-esm4,ssp370,40,25,-91,75,mag2,05-07,2066,3018.61,347.764,14260.1
ukesm1-0-ll,ssp370,40,25,-91,75,mag6,04-25,2079,6138.96,390.589,13756.46
