GCM,RCP,Lat,Lat1,Lon,Lon1,Cul,Sow,Year,Yield,CWR,Biomass
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag8,05-25,2002,8410.0,418.858,19453.8
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag6,04-25,2002,9970.84,408.41999999999996,19088.41
ukesm1-0-ll,ssp370,40,25,-91,75,mag8,04-25,2009,6655.42,433.453,19224.97
ipsl-cm6a-lr,ssp370,40,25,-91,75,mag2,04-15,2015,2302.21,352.168,15930.8
ukesm1-0-ll,ssp126,40,25,-91,75,mag4,04-15,2004,15152.66,439.488,25285.87
mri-esm2-0,ssp126,40,25,-91,75,mag7,05-25,2011,6585.54,384.22299999999996,15539.82
mpi-esm1-2-hr,ssp370,40,25,-91,75,mag7,05-25,2017,8662.39,375.43600000000004,17131.77
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag2,05-07,2004,6431.26,414.016,19802.73
ukesm1-0-ll,ssp370,40,25,-91,75,mag3,04-15,2009,10147.38,348.469,18256.07
ukesm1-0-ll,ssp370,40,25,-91,75,mag4,05-07,2015,13004.46,425.39,20784.25
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag5,04-15,2018,9246.55,370.99300000000005,18227.15
gfdl-esm4,ssp585,40,25,-91,75,mag7,05-07,2019,7052.56,390.67900000000003,17492.4
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag3,05-15,2002,9108.24,352.431,16529.77
gfdl-esm4,ssp126,40,25,-91,75,mag3,05-25,2015,6701.43,303.325,12803.4
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag5,04-15,2003,9147.49,375.879,18078.1
ukesm1-0-ll,ssp585,40,25,-91,75,mag5,04-15,2009,10221.18,356.22400000000005,18397.17
mri-esm2-0,ssp126,40,25,-91,75,mag3,04-25,2003,5244.61,313.345,14254.56
ukesm1-0-ll,ssp585,40,25,-91,75,mag2,05-07,2015,7183.12,409.095,18467.39
gfdl-esm4,ssp585,40,25,-91,75,mag4,04-25,2019,12042.67,416.542,19930.91
ukesm1-0-ll,ssp370,40,25,-91,75,mag7,04-25,2015,8700.69,435.817,19092.78
ukesm1-0-ll,ssp126,40,25,-91,75,mag7,04-15,2008,974.56,322.38,11239.36
ukesm1-0-ll,ssp370,40,25,-91,75,mag2,05-07,2020,2332.48,326.387,12132.09
ukesm1-0-ll,ssp370,40,25,-91,75,mag6,05-15,2009,6724.56,354.763,15370.62
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag8,05-15,2002,8261.53,427.862,20047.71
gfdl-esm4,ssp126,40,25,-91,75,mag5,05-15,2017,8308.55,347.028,16362.94
mpi-esm1-2-hr,ssp370,40,25,-91,75,mag2,04-25,2017,6721.06,411.12600000000003,20001.22
ukesm1-0-ll,ssp370,40,25,-91,75,mag4,05-25,2020,3524.99,302.20500000000004,9476.57
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag6,04-15,2002,10093.61,413.60999999999996,19777.74
ukesm1-0-ll,ssp370,40,25,-91,75,mag8,04-15,2009,7736.25,429.284,20142.45
ukesm1-0-ll,ssp585,40,25,-91,75,mag4,05-25,2015,8322.49,405.212,15554.32
ukesm1-0-ll,ssp126,40,25,-91,75,mag4,04-15,2009,13559.82,429.904,22662.14
ipsl-cm6a-lr,ssp370,40,25,-91,75,mag7,05-15,2015,2164.33,340.95500000000004,11585.77
ipsl-cm6a-lr,ssp370,40,25,-91,75,mag4,05-15,2002,13862.04,421.906,21959.38
mri-esm2-0,ssp126,40,25,-91,75,mag2,04-25,2011,7343.76,451.469,21690.52
gfdl-esm4,ssp126,40,25,-91,75,mag5,05-07,2015,8077.31,356.24699999999996,16010.55
ukesm1-0-ll,ssp370,40,25,-91,75,mag2,05-25,2015,10179.72,401.356,21065.0
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag4,05-25,2004,9586.4,402.564,17705.99
ukesm1-0-ll,ssp126,40,25,-91,75,mag2,05-15,2008,3169.82,283.588,11368.01
gfdl-esm4,ssp126,40,25,-91,75,mag6,04-25,2015,8019.8,407.211,18155.19
mri-esm2-0,ssp126,40,25,-91,75,mag8,04-25,2003,1410.86,362.295,14059.39
mri-esm2-0,ssp126,40,25,-91,75,mag6,05-25,2003,3756.47,307.07099999999997,11324.59
gfdl-esm4,ssp126,40,25,-91,75,mag8,05-25,2015,3468.45,349.55600000000004,13394.86
mri-esm2-0,ssp126,40,25,-91,75,mag7,05-07,2003,2937.29,338.39099999999996,13457.99
ukesm1-0-ll,ssp126,40,25,-91,75,mag6,05-15,2009,6724.56,354.763,15370.62
ipsl-cm6a-lr,ssp370,40,25,-91,75,mag8,05-15,2002,8261.53,427.862,20047.71
ipsl-cm6a-lr,ssp370,40,25,-91,75,mag5,04-15,2015,5918.3,344.981,14953.84
ukesm1-0-ll,ssp585,40,25,-91,75,mag6,04-25,2015,6536.35,399.12300000000005,16124.15
ukesm1-0-ll,ssp585,40,25,-91,75,mag8,05-25,2015,4589.8,413.76599999999996,14101.32
ukesm1-0-ll,ssp126,40,25,-91,75,mag3,04-15,2004,9624.36,356.414,19497.46
ipsl-cm6a-lr,ssp370,40,25,-91,75,mag6,04-15,2002,10093.61,413.60999999999996,19777.74
ukesm1-0-ll,ssp126,40,25,-91,75,mag8,04-15,2009,7736.25,429.284,20142.45
gfdl-esm4,ssp126,40,25,-91,75,mag7,04-15,2017,8345.06,442.154,20428.76
ukesm1-0-ll,ssp370,40,25,-91,75,mag4,04-15,2009,13559.82,429.904,22662.14
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag5,05-07,2004,7039.75,360.333,16574.99
ukesm1-0-ll,ssp370,40,25,-91,75,mag6,04-25,2020,3674.66,352.789,12092.46
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag4,05-15,2002,13862.04,421.906,21959.38
ukesm1-0-ll,ssp370,40,25,-91,75,mag8,05-25,2020,2042.38,338.698,10442.11
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag2,04-15,2018,10006.25,444.77,23542.65
ukesm1-0-ll,ssp370,40,25,-91,75,mag3,05-07,2015,8801.01,347.155,15534.7
ukesm1-0-ll,ssp585,40,25,-91,75,mag2,04-15,2009,8956.06,430.78999999999996,22970.42
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag2,04-15,2003,4463.72,390.797,18855.45
gfdl-esm4,ssp126,40,25,-91,75,mag4,05-25,2015,7341.85,336.89599999999996,14599.95
ukesm1-0-ll,ssp585,40,25,-91,75,mag5,05-07,2015,7154.81,354.78200000000004,14773.76
mri-esm2-0,ssp126,40,25,-91,75,mag4,04-25,2003,6435.65,353.36800000000005,15710.93
gfdl-esm4,ssp585,40,25,-91,75,mag3,04-25,2019,9069.33,344.625,16003.92
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag8,05-25,2004,5506.44,401.697,15177.33
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag6,04-25,2004,6683.52,405.265,18482.0
ukesm1-0-ll,ssp370,40,25,-91,75,mag5,05-07,2020,5197.83,323.588,11468.16
ukesm1-0-ll,ssp370,40,25,-91,75,mag8,05-07,2015,8626.4,429.859,18864.88
ukesm1-0-ll,ssp370,40,25,-91,75,mag3,05-25,2020,4083.69,282.20500000000004,9325.57
mpi-esm1-2-hr,ssp370,40,25,-91,75,mag5,04-25,2017,8553.04,349.019,16968.83
gfdl-esm4,ssp126,40,25,-91,75,mag2,05-15,2017,6251.54,402.38300000000004,19993.41
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag7,05-15,2018,8186.75,393.21000000000004,17266.38
ukesm1-0-ll,ssp126,40,25,-91,75,mag3,04-15,2009,10147.38,348.469,18256.07
ukesm1-0-ll,ssp126,40,25,-91,75,mag8,04-15,2004,9581.37,440.929,22504.17
ukesm1-0-ll,ssp585,40,25,-91,75,mag3,05-25,2015,6146.14,325.153,12193.0
ukesm1-0-ll,ssp126,40,25,-91,75,mag6,05-15,2004,10682.21,379.561,20164.76
gfdl-esm4,ssp126,40,25,-91,75,mag2,05-07,2015,6134.19,394.382,19325.53
mri-esm2-0,ssp126,40,25,-91,75,mag5,04-25,2011,8908.41,389.159,17490.05
ipsl-cm6a-lr,ssp370,40,25,-91,75,mag3,05-15,2002,9108.24,352.431,16529.77
ukesm1-0-ll,ssp370,40,25,-91,75,mag5,05-25,2015,8403.44,323.509,14063.26
gfdl-esm4,ssp585,40,25,-91,75,mag6,05-25,2019,7586.3,352.342,15421.28
gfdl-esm4,ssp585,40,25,-91,75,mag8,04-25,2019,6255.58,422.384,18081.61
ukesm1-0-ll,ssp126,40,25,-91,75,mag5,05-15,2008,2630.42,288.466,10413.52
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag3,05-25,2004,6606.46,326.595,13497.9
mpi-esm1-2-hr,ssp370,40,25,-91,75,mag6,05-07,2017,7906.28,390.884,17660.47
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag7,05-15,2003,2743.27,363.257,13917.04
ukesm1-0-ll,ssp585,40,25,-91,75,mag7,05-15,2009,5401.31,371.944,15463.01
mri-esm2-0,ssp126,40,25,-91,75,mag6,05-07,2011,7303.4,386.999,17070.5
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag8,05-15,2004,5720.28,417.36400000000003,16400.18
gfdl-esm4,ssp585,40,25,-91,75,mag3,04-15,2019,8464.83,340.449,14331.12
gfdl-esm4,ssp126,40,25,-91,75,mag4,05-07,2017,12082.08,423.482,21245.49
ukesm1-0-ll,ssp370,40,25,-91,75,mag7,05-07,2009,6639.43,392.272,16908.0
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag6,04-15,2004,7369.84,427.72900000000004,19689.76
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag2,04-25,2003,3671.24,386.708,18155.79
ipsl-cm6a-lr,ssp370,40,25,-91,75,mag5,05-07,2002,9779.25,364.49199999999996,17050.32
ukesm1-0-ll,ssp585,40,25,-91,75,mag2,04-25,2009,7879.46,425.132,22086.02
gfdl-esm4,ssp126,40,25,-91,75,mag4,05-15,2015,8864.65,375.015,16461.25
mri-esm2-0,ssp126,40,25,-91,75,mag4,04-15,2003,5942.65,364.446,16455.78
ipsl-cm6a-lr,ssp370,40,25,-91,75,mag6,05-07,2015,2927.35,339.645,12766.08
ukesm1-0-ll,ssp370,40,25,-91,75,mag6,04-15,2020,4211.74,366.416,13330.05
ukesm1-0-ll,ssp126,40,25,-91,75,mag3,05-07,2008,2470.66,291.945,10672.22
gfdl-esm4,ssp126,40,25,-91,75,mag7,04-25,2017,8016.97,420.602,19142.27
ukesm1-0-ll,ssp370,40,25,-91,75,mag4,04-25,2009,12737.16,432.72299999999996,21741.58
ukesm1-0-ll,ssp370,40,25,-91,75,mag8,05-15,2020,1918.28,348.084,10679.34
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag4,05-25,2002,12986.46,412.62699999999995,20930.32
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag2,04-25,2018,9970.48,440.19500000000005,23321.76
ipsl-cm6a-lr,ssp370,40,25,-91,75,mag5,04-25,2015,4748.64,331.783,13938.58
ukesm1-0-ll,ssp126,40,25,-91,75,mag6,05-25,2009,6106.21,338.703,13942.23
ipsl-cm6a-lr,ssp370,40,25,-91,75,mag8,05-25,2002,8410.0,418.858,19453.8
ukesm1-0-ll,ssp585,40,25,-91,75,mag6,04-15,2015,6307.69,397.77099999999996,16015.06
ukesm1-0-ll,ssp126,40,25,-91,75,mag3,04-25,2004,9427.73,354.374,19311.77
ukesm1-0-ll,ssp585,40,25,-91,75,mag8,05-15,2015,4969.53,415.15,15183.48
ipsl-cm6a-lr,ssp370,40,25,-91,75,mag6,04-25,2002,9970.84,408.41999999999996,19088.41
ukesm1-0-ll,ssp126,40,25,-91,75,mag8,04-25,2009,6655.42,433.453,19224.97
ukesm1-0-ll,ssp585,40,25,-91,75,mag7,05-25,2009,4953.76,364.157,14153.77
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag7,05-25,2003,1710.85,339.673,12396.66
ukesm1-0-ll,ssp370,40,25,-91,75,mag5,05-15,2015,8501.55,338.526,14565.71
gfdl-esm4,ssp585,40,25,-91,75,mag6,05-15,2019,7631.13,356.18899999999996,16234.47
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag2,05-07,2002,10064.09,452.433,23928.38
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag3,05-15,2004,6773.83,341.179,15137.06
ukesm1-0-ll,ssp126,40,25,-91,75,mag5,05-25,2008,3445.57,282.479,10299.57
gfdl-esm4,ssp585,40,25,-91,75,mag8,04-15,2019,6988.83,425.42600000000004,17901.13
ukesm1-0-ll,ssp126,40,25,-91,75,mag3,04-25,2009,9574.38,357.701,17814.23
ukesm1-0-ll,ssp585,40,25,-91,75,mag3,05-15,2015,6885.87,330.216,13607.42
ukesm1-0-ll,ssp126,40,25,-91,75,mag8,04-25,2004,9700.85,442.51599999999996,22388.33
mri-esm2-0,ssp126,40,25,-91,75,mag5,04-15,2011,9661.75,396.091,18905.32
ukesm1-0-ll,ssp126,40,25,-91,75,mag6,05-25,2004,10711.09,368.118,19047.0
ipsl-cm6a-lr,ssp370,40,25,-91,75,mag3,05-25,2002,8125.88,333.001,15159.35
gfdl-esm4,ssp126,40,25,-91,75,mag2,05-25,2017,6403.85,379.12199999999996,19144.89
mpi-esm1-2-hr,ssp370,40,25,-91,75,mag5,04-15,2017,8909.84,361.64099999999996,17411.33
ukesm1-0-ll,ssp370,40,25,-91,75,mag3,05-15,2020,4961.99,297.995,10130.3
ukesm1-0-ll,ssp126,40,25,-91,75,mag8,05-07,2008,1296.08,322.002,10132.8
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag7,05-25,2018,7964.88,391.43399999999997,16582.94
ipsl-cm6a-lr,ssp370,40,25,-91,75,mag8,04-25,2015,1188.05,368.259,13695.77
ipsl-cm6a-lr,ssp370,40,25,-91,75,mag5,05-25,2002,8454.83,343.471,15560.52
mri-esm2-0,ssp126,40,25,-91,75,mag3,04-15,2011,9627.8,381.06800000000004,18752.61
ukesm1-0-ll,ssp585,40,25,-91,75,mag5,05-15,2015,6898.52,340.96,13687.0
ukesm1-0-ll,ssp126,40,25,-91,75,mag5,04-25,2009,9631.82,368.406,17993.46
ipsl-cm6a-lr,ssp370,40,25,-91,75,mag6,05-25,2015,3248.99,317.853,10529.8
ipsl-cm6a-lr,ssp126,40,25,-91,75,mag7,04-25,2002,9512.35,434.679,20064.96
ukesm1-0-ll,ssp370,40,25,-91,75,mag7,05-25,2009,4953.76,364.157,14153.77
gfdl-esm4,ssp126,40,25,-91,75,mag4,05-25,2017,11204.92,382.894,19755.1
mpi-esm1-2-hr,ssp370,40,25,-91,75,mag3,04-15,2017,8708.19,351.63,17108.44
ukesm1-0-ll,ssp370,40,25,-91,75,mag5,05-15,2020,4828.33,305.28200000000004,10096.97
