,model_label,year,precipitation,temperature
0,ssp370_mpi-esm1-2-hr,2039,0.010116955265402794,285.6270446777344
1,ssp126_ukesm1-0-ll,2029,0.019306031987071037,287.855712890625
2,ssp370_ukesm1-0-ll,2037,0.015228332951664925,289.89630126953125
3,ssp370_ipsl-cm6a-lr,2036,0.018059633672237396,284.9907531738281
4,ssp370_ukesm1-0-ll,2022,0.015326797030866146,287.69610595703125
5,ssp370_ukesm1-0-ll,2040,0.015498955734074116,289.0252990722656
6,ssp126_ukesm1-0-ll,2039,0.014412485994398594,286.94921875
7,ssp585_ipsl-cm6a-lr,2023,0.010581533424556255,288.06695556640625
8,ssp585_mpi-esm1-2-hr,2036,0.007927519269287586,286.08734130859375
9,ssp126_mpi-esm1-2-hr,2032,0.009768582880496979,285.58331298828125
10,ssp585_mpi-esm1-2-hr,2038,0.01778850331902504,286.2036437988281
11,ssp585_gfdl-esm4,2028,0.017721477895975113,284.9871826171875
12,ssp585_ukesm1-0-ll,2038,0.012717603705823421,288.75006103515625
13,ssp585_mpi-esm1-2-hr,2033,0.009525656700134277,288.7510070800781
14,ssp126_mpi-esm1-2-hr,2036,0.01951713114976883,286.443603515625
15,ssp370_mri-esm2-0,2037,0.012507474981248379,285.6289367675781
16,ssp370_ipsl-cm6a-lr,2023,0.019700046628713608,285.2279052734375
17,ssp370_mpi-esm1-2-hr,2029,0.01446615345776081,285.3374938964844
18,ssp585_gfdl-esm4,2026,0.017220132052898407,284.9285583496094
19,ssp126_ukesm1-0-ll,2040,0.006942054722458124,289.1419372558594
