GCM,RCP,Lat,Lat1,Lon,Lon1,Cul,Sow,Year,Yield,CWR,Biomass
ipsl-cm6a-lr,historical,40,25,-91,75,mag4,05-15,1983,15502.7,413.267,24841.62
mri-esm2-0,historical,40,25,-91,75,mag8,05-15,2000,7989.33,437.15700000000004,19443.59
ipsl-cm6a-lr,historical,40,25,-91,75,mag5,05-07,1985,9403.73,373.39300000000003,17038.5
mri-esm2-0,historical,40,25,-91,75,mag6,04-15,2000,9067.07,421.411,20516.33
mri-esm2-0,historical,40,25,-91,75,mag2,05-15,1999,9534.72,419.50800000000004,21586.77
ukesm1-0-ll,historical,40,25,-91,75,mag7,04-15,2000,6634.92,445.538,17551.22
ukesm1-0-ll,historical,40,25,-91,75,mag7,04-15,1990,8885.85,417.149,20342.3
mpi-esm1-2-hr,historical,40,25,-91,75,mag4,04-25,1983,13672.73,457.66700000000003,24509.96
gfdl-esm4,historical,40,25,-91,75,mag6,04-15,1984,2806.51,322.704,13300.67
mpi-esm1-2-hr,historical,40,25,-91,75,mag2,04-15,1997,2471.72,356.889,15022.54
ipsl-cm6a-lr,historical,40,25,-91,75,mag7,05-07,1996,8022.57,409.879,18585.02
gfdl-esm4,historical,40,25,-91,75,mag8,05-15,1984,3816.75,346.04200000000003,14294.83
gfdl-esm4,historical,40,25,-91,75,mag3,05-15,1989,10838.09,361.087,18940.45
ukesm1-0-ll,historical,40,25,-91,75,mag6,04-15,1982,10001.22,415.673,21637.37
ukesm1-0-ll,historical,40,25,-91,75,mag8,05-15,1982,9041.47,441.80899999999997,21969.91
ipsl-cm6a-lr,historical,40,25,-91,75,mag8,05-25,1988,7997.36,381.48199999999997,17751.38
ukesm1-0-ll,historical,40,25,-91,75,mag7,04-15,1986,10128.62,463.826,24683.34
ipsl-cm6a-lr,historical,40,25,-91,75,mag3,05-25,1985,10168.58,338.302,17120.42
mpi-esm1-2-hr,historical,40,25,-91,75,mag4,04-25,1995,9757.24,400.94100000000003,20579.02
gfdl-esm4,historical,40,25,-91,75,mag8,05-07,2000,2804.5,360.228,15067.32
ipsl-cm6a-lr,historical,40,25,-91,75,mag6,04-25,1988,7838.72,384.818,16905.13
ukesm1-0-ll,historical,40,25,-91,75,mag2,05-15,1990,7732.8,417.487,21013.23
gfdl-esm4,historical,40,25,-91,75,mag8,05-15,1989,9225.26,435.113,21090.56
